date,samsung,kospi200,samsung_dividends yields(annualized),delta_samsung,delta_kospi,vol_samsung,vol_kospi,corr,zero_rate_3M,zero_rate_6M,zero_rate_1Y,zero_rate_2Y,zero_rate_3Y,pnl
2022-04-29,"67,400",355,2.61,,,0.1657,0.1639,0.8378,1.5362,1.7075,1.97,2.7865,2.9679,0
2022-05-02,"67,300",354,2.61,,,0.2219,0.1683,0.7995,1.5593,1.7151,2.012,2.8995,3.0968,0
2022-05-03,"67,500",353,2.61,,,0.2151,0.1635,0.7992,1.5456,1.7088,2.01,2.9157,3.1507,0
2022-05-04,"67,900",354,2.61,,,0.209,0.1589,0.7924,1.5623,1.7124,2.023,2.9652,3.1898,0
2022-05-06,"66,500",349,2.61,,,0.2039,0.1545,0.7933,1.54,1.7141,2.017,2.9369,3.1576,0
2022-05-09,"66,100",345,2.61,,,0.2136,0.1596,0.8198,1.5011,1.7044,1.989,2.8845,3.0727,0
2022-05-10,"65,700",344,2.61,,,0.2084,0.1611,0.8138,1.5066,1.6932,1.981,2.8634,3.0567,0
2022-05-11,"65,700",343,2.61,,,0.2034,0.1566,0.8146,1.4651,1.6979,1.949,2.7422,2.938,0
2022-05-12,"64,900",338,2.61,,,0.1972,0.1522,0.8123,1.5472,1.7027,1.95,2.7361,2.9095,0
2022-05-13,"66,500",346,2.61,,,0.1971,0.1583,0.8223,1.5739,1.7018,1.954,2.7168,2.921,0
2022-05-16,"66,300",344,2.61,,,0.2132,0.1784,0.8603,1.6584,1.8256,2.041,2.8311,3.0566,0
2022-05-17,"67,600",348,2.61,,,0.2071,0.1744,0.8591,1.6574,1.8256,2.04,2.8159,3.0414,0
2022-05-18,"68,100",348,2.61,,,0.2145,0.175,0.8675,1.6716,1.87,2.078,2.8053,3.0801,0
2022-05-19,"67,500",343,2.61,,,0.2099,0.1696,0.8594,1.6831,1.8762,2.079,2.785,3.0568,0
2022-05-20,"68,000",349,2.61,,,0.2064,0.1739,0.8557,1.7057,1.8901,2.072,2.7446,3.0217,0
2022-05-23,"67,900",350,2.61,,,0.2022,0.1815,0.8391,1.739,1.9098,2.088,2.7676,3.0284,0
2022-05-24,"66,500",344,2.61,,,0.1962,0.1764,0.8353,1.7825,1.9592,2.092,2.727,2.9768,0
2022-05-25,"66,400",346,2.61,,,0.2073,0.1838,0.8581,1.7977,1.9626,2.091,2.7077,2.9556,0
2022-05-26,"65,900",344,2.61,,,0.2004,0.1795,0.8475,1.8263,1.9666,2.129,2.7266,2.9643,0
2022-05-27,"66,500",348,2.61,,,0.1965,0.1755,0.8505,1.8531,2.0246,2.137,2.7001,2.9563,0
2022-05-30,"67,700",352,2.61,,,0.1938,0.176,0.855,1.8726,2.0188,2.131,2.694,2.9513,0
2022-05-31,"67,400",355,2.61,,,0.2004,0.1764,0.8636,1.8374,2.0215,2.163,2.7859,3.0367,0
2022-06-02,"66,700",351,2.61,,,0.195,0.1741,0.8276,1.8076,2.031,2.181,2.8504,3.1358,0
2022-06-03,"66,800",352,2.61,,,0.1934,0.1746,0.836,1.8064,2.0227,2.18,2.8586,3.1316,0
2022-06-07,"65,500",346,2.61,,,0.1881,0.1697,0.8363,1.7935,2.0441,2.222,2.9462,3.2435,0
2022-06-08,"65,300",346,2.61,,,0.1973,0.1775,0.8599,1.797,2.0257,2.226,2.9138,3.2204,0
2022-06-09,"65,200",347,2.61,,,0.1916,0.172,0.858,1.7811,2.0023,2.234,2.8905,3.1819,0
2022-06-10,"63,800",342,2.61,,,0.1858,0.1671,0.8535,1.7988,1.9996,2.29,3.0849,3.2919,0
2022-06-13,"62,100",330,2.61,,,0.199,0.1716,0.8695,1.8237,2.0334,2.416,3.319,3.5328,0
2022-06-14,"61,900",328,2.61,,,0.2196,0.2167,0.8927,1.9019,2.0957,2.451,3.4424,3.5648,0
2022-06-15,"60,700",322,2.61,,,0.2133,0.2115,0.8921,1.884,2.0861,2.541,3.5907,3.6828,0
2022-06-16,"60,900",322,2.61,,,0.2204,0.2172,0.9043,1.9139,2.1457,2.651,3.6409,3.7446,0
2022-06-17,"59,800",320,2.61,,,0.214,0.2106,0.9027,1.9333,2.212,2.819,3.6721,3.7597,0
2022-06-20,"58,700",314,2.61,,,0.2193,0.2056,0.8863,1.9337,2.2212,2.811,3.662,3.6876,0
2022-06-21,"58,500",316,2.61,,,0.2245,0.2125,0.8987,1.8919,2.246,2.834,3.6057,3.6761,0
2022-06-22,"57,600",308,2.61,,,0.2181,0.2075,0.8834,1.8779,2.2522,2.83,3.5,3.5326,0
2022-06-23,"57,400",305,2.61,,,0.2199,0.2245,0.883,1.8492,2.2485,2.836,3.568,3.62,0
2022-06-24,"58,400",312,2.61,,,0.2136,0.2211,0.8789,1.8841,2.2631,2.824,3.4898,3.5339,0
2022-06-27,"58,800",316,2.61,,,0.2177,0.2317,0.8906,1.9518,2.2855,2.876,3.5389,3.5788,0
2022-06-28,"59,400",319,2.61,,,0.2128,0.23,0.8896,1.9619,2.2958,2.878,3.5165,3.5627,0
2022-06-29,"58,000",313,2.61,,,0.21,0.226,0.8928,1.9922,2.3121,2.9,3.5354,3.562,0
2022-06-30,"57,000",307,2.61,,,0.2237,0.2313,0.9023,2.023,2.3556,2.981,3.5129,3.5595,0
2022-07-01,"56,200",304,2.61,,,0.2272,0.2365,0.9114,2.1293,2.4428,2.964,3.4386,3.4463,0
2022-07-04,"57,100",304,2.61,,,0.227,0.2325,0.912,2.0784,2.4444,2.959,3.4437,3.4369,0
2022-07-05,"57,200",309,2.61,,,0.2287,0.2254,0.8781,2.1113,2.4588,2.954,3.336,3.3059,0
2022-07-06,"56,400",302,2.61,,,0.2218,0.2275,0.8514,2.0828,2.4507,2.909,3.2766,3.2435,0
2022-07-07,"58,200",308,2.61,,,0.2219,0.2379,0.8575,2.1171,2.4768,2.92,3.2916,3.2668,0
2022-07-08,"58,700",310,2.61,,,0.2474,0.243,0.8632,2.1585,2.4973,2.959,3.3327,3.3203,0
2022-07-11,"58,800",308,2.61,,,0.2422,0.237,0.8648,2.2895,2.5273,2.974,3.3192,3.3296,0
2022-07-12,"58,100",305,2.61,,,0.2349,0.2311,0.8562,2.453,2.6212,2.984,3.2852,3.2959,0
2022-07-13,"58,000",307,2.61,,,0.2325,0.2273,0.8606,2.4032,2.6079,2.97,3.197,3.2152,0
2022-07-14,"57,500",305,2.61,,,0.2254,0.2218,0.8511,2.4225,2.6019,3.011,3.2402,3.2646,0
2022-07-15,"60,000",308,2.61,,,0.2212,0.2165,0.8531,2.425,2.6176,2.997,3.1864,3.209,0
2022-07-18,"61,900",315,2.61,,,0.2708,0.2134,0.7733,2.3674,2.5742,2.996,3.1937,3.2162,0
2022-07-19,"60,900",314,2.61,,,0.2892,0.2246,0.8101,2.3473,2.6103,2.974,3.1898,3.1957,0
2022-07-20,"60,500",316,2.61,,,0.2875,0.2181,0.8014,2.3527,2.6003,2.985,3.2842,3.3011,0
2022-07-21,"61,800",320,2.61,,,0.2799,0.2129,0.7819,2.368,2.6042,2.973,3.2864,3.2991,0
2022-07-22,"61,300",317,2.61,,,0.2837,0.2121,0.7952,2.3602,2.6266,2.943,3.2196,3.2222,0
2022-07-25,"61,100",318,2.61,,,0.2769,0.2089,0.7977,2.3399,2.597,2.929,3.1792,3.1561,0
2022-07-26,"61,700",320,2.61,,,0.2687,0.2029,0.7925,2.3717,2.6211,2.931,3.1578,3.1234,0
2022-07-27,"61,800",320,2.61,,,0.2633,0.1982,0.7961,2.3606,2.6335,2.932,3.1435,3.0916,0
2022-07-28,"61,900",322,2.61,,,0.2553,0.1922,0.7957,2.3906,2.6489,2.949,3.1574,3.1325,0
2022-07-29,"61,400",323,2.61,,,0.2477,0.188,0.7921,2.3999,2.6542,2.902,3.0554,3.01,0
2022-08-01,"61,300",323,2.61,,,0.2422,0.1825,0.7751,2.4104,2.6562,2.924,3.0967,3.0833,0
2022-08-02,"61,700",322,2.61,,,0.235,0.1773,0.7751,2.4078,2.6703,2.891,3.0229,3.0138,0
2022-08-03,"61,300",324,2.61,,,0.2293,0.1722,0.7609,2.3577,2.6551,2.901,3.0838,3.0673,0
2022-08-04,"61,500",325,2.61,,,0.2235,0.1685,0.7314,2.3565,2.6674,2.892,3.0951,3.1177,0
2022-08-05,"61,500",328,2.61,,,0.2171,0.1638,0.7327,2.3724,2.6903,2.876,3.0647,3.0823,0
2022-08-08,"60,800",327,2.61,,,0.2105,0.1628,0.7149,2.4304,2.7084,2.9,3.1294,3.1375,0
2022-08-09,"60,000",328,2.61,,,0.2089,0.1582,0.7123,2.4394,2.7361,2.899,3.1415,3.1372,0
2022-08-10,"59,100",324,2.61,,,0.209,0.154,0.6696,2.4479,2.7086,2.902,3.1558,3.1576,0
2022-08-11,"59,900",330,2.61,,,0.2109,0.1566,0.6972,2.4355,2.7043,2.894,3.1295,3.1272,0
2022-08-12,"60,200",331,2.61,,,0.2111,0.1678,0.7166,2.4957,2.7341,2.902,3.1648,3.1852,0
2022-08-16,"61,000",332,2.61,,,0.2056,0.1632,0.7186,2.4534,2.7015,2.862,3.0567,3.0815,0
2022-08-17,"60,400",330,2.61,,,0.2058,0.1586,0.7121,2.4904,2.7183,2.882,3.0676,3.0904,0
2022-08-18,"61,500",329,2.61,,,0.2033,0.1556,0.7201,2.5307,2.767,2.887,3.0877,3.129,0
2022-08-19,"60,900",327,2.61,,,0.2091,0.1512,0.6498,2.6079,2.8403,2.925,3.152,3.2015,0
2022-08-22,"60,000",323,2.61,,,0.2063,0.1485,0.66,2.6126,2.8852,2.961,3.2123,3.2494,0
2022-08-23,"59,100",319,2.61,,,0.2082,0.1517,0.6893,2.7047,2.9483,2.99,3.2605,3.2851,0
2022-08-24,"59,000",320,2.61,,,0.2103,0.1549,0.7162,2.7999,2.9848,3.046,3.2881,3.3149,0
2022-08-25,"59,700",324,2.61,,,0.204,0.1507,0.7107,2.8775,3.0327,3.19,3.5392,3.5355,0
2022-08-26,"60,000",324,2.61,,,0.2031,0.1541,0.7286,2.8711,3.0902,3.209,3.5408,3.5289,0
2022-08-29,"58,600",316,2.61,,,0.1978,0.1492,0.7247,2.8785,3.1573,3.272,3.6902,3.6572,0
2022-08-30,"58,800",319,2.61,,,0.2126,0.1743,0.7833,2.7474,3.143,3.244,3.6723,3.6466,0
2022-08-31,"59,700",323,2.61,,,0.2066,0.1729,0.7776,2.7824,3.1179,3.268,3.7351,3.6895,0
2022-09-01,"58,400",315,2.61,,,0.2089,0.1746,0.7952,2.7261,3.0838,3.303,3.7999,3.784,0
2022-09-02,"57,500",313,2.61,,,0.2199,0.1953,0.829,2.6327,3.0353,3.25,3.7031,3.6834,0
2022-09-05,"57,100",312,2.61,,,0.2216,0.1911,0.8263,2.6756,3.0805,3.205,3.6181,3.6214,0
2022-09-06,"57,100",313,2.61,,,0.2164,0.1855,0.8262,2.6346,3.0571,3.242,3.6655,3.6883,0
2022-09-07,"56,000",308,2.61,,,0.21,0.1805,0.8245,2.6824,3.0518,3.232,3.687,3.6911,0
2022-09-08,"55,600",309,2.61,,,0.2171,0.1857,0.8448,2.6557,2.9945,3.144,3.5379,3.5484,0
2022-09-13,"58,100",319,2.61,,,0.2123,0.1804,0.8262,2.6542,2.9929,3.155,3.5475,3.5409,0
2022-09-14,"56,800",313,2.61,,,0.2676,0.2144,0.8879,2.6568,3.0098,3.21,3.6312,3.5892,0
2022-09-15,"56,000",311,2.61,,,0.274,0.2206,0.8999,2.666,3.0462,3.228,3.7214,3.7782,0
2022-09-16,"56,200",309,2.61,,,0.2713,0.2153,0.8987,2.6636,3.0887,3.211,3.7561,3.7745,0
2022-09-19,"56,400",306,2.61,,,0.2634,0.2102,0.8847,2.6535,3.0872,3.194,3.7746,3.766,0
2022-09-20,"55,800",308,2.61,,,0.2557,0.2073,0.8587,2.6494,3.0754,3.167,3.8219,3.8314,0
2022-09-21,"55,300",305,2.61,,,0.2514,0.2026,0.8195,2.6458,3.0966,3.175,3.8706,3.8551,0
2022-09-22,"54,400",302,2.61,,,0.2462,0.2001,0.8234,2.6981,3.1685,3.278,4.0847,4.115,0
2022-09-23,"54,500",298,2.61,,,0.2471,0.1977,0.8305,2.824,3.3033,3.342,4.1952,4.2099,0
2022-09-26,"53,900",290,2.61,,,0.2397,0.1986,0.7936,2.8248,3.3231,3.604,4.5336,4.561,0
2022-09-27,"54,200",290,2.61,,,0.2363,0.2197,0.7716,2.9039,3.3738,3.484,4.3396,4.3138,0
2022-09-28,"52,900",283,2.61,,,0.2302,0.213,0.7682,2.8833,3.3427,3.488,4.3264,4.3493,0
2022-09-29,"52,600",283,2.61,,,0.2423,0.2273,0.8055,2.8594,3.2767,3.454,4.3272,4.3136,0
2022-09-30,"53,100",281,2.61,,,0.2359,0.2204,0.802,2.751,3.2133,3.382,4.2185,4.1958,0
2022-10-04,"55,200",288,2.61,,,0.2317,0.2155,0.765,2.6595,3.145,3.331,4.0891,4.0907,0
2022-10-05,"56,000",289,2.61,,,0.2706,0.2298,0.8096,2.8233,3.1484,3.415,4.1022,4.1682,0
2022-10-06,"56,300",291,2.61,,,0.2682,0.2232,0.8029,2.8958,3.2219,3.43,4.1047,4.1554,0
2022-10-07,"56,200",290,2.61,,,0.2609,0.2181,0.8041,2.9144,3.1536,3.487,4.1938,4.2886,0
2022-10-11,"55,400",285,2.61,,,0.253,0.2119,0.8039,2.9816,3.2291,3.546,4.3179,4.3534,0
2022-10-12,"55,800",287,2.61,,,0.2516,0.2162,0.8139,3.0681,3.2951,3.455,4.1234,4.1152,0
2022-10-13,"55,200",283,2.61,,,0.2455,0.2114,0.8165,3.0737,3.2915,3.543,4.2098,4.2118,0
2022-10-14,"56,300",289,2.61,,,0.2418,0.2121,0.8218,3.1084,3.3406,3.544,4.2208,4.2156,0
2022-10-17,"56,600",290,2.61,,,0.2467,0.2213,0.8408,3.1258,3.3629,3.568,4.2458,4.2478,0
2022-10-18,"56,500",294,2.61,,,0.24,0.2149,0.8412,3.118,3.3466,3.573,4.2387,4.2511,0
2022-10-19,"55,800",291,2.61,,,0.2328,0.2151,0.8074,3.1226,3.3553,3.649,4.3292,4.3404,0
2022-10-20,"55,500",289,2.61,,,0.2308,0.2123,0.8148,3.1234,3.3682,3.674,4.3369,4.3596,0
2022-10-21,"55,900",289,2.61,,,0.2248,0.2076,0.8165,3.157,3.3889,3.801,4.499,4.5048,0
2022-10-24,"57,500",291,2.61,,,0.2197,0.2012,0.8098,3.1922,3.4628,3.736,4.3357,4.3122,0
2022-10-25,"57,700",292,2.61,,,0.2396,0.1969,0.7756,3.166,3.4317,3.71,4.2568,4.2274,0
2022-10-26,"59,400",294,2.61,,,0.2327,0.1914,0.7765,3.1667,3.4207,3.719,4.2628,4.2138,0
2022-10-27,"59,500",299,2.61,,,0.2523,0.1875,0.7507,3.2187,3.4519,3.753,4.2866,4.2604,0
2022-10-28,"57,300",295,2.61,,,0.2447,0.1932,0.7149,3.2092,3.458,3.728,4.1739,4.1162,0
2022-10-31,"59,400",300,2.61,,,0.2789,0.1946,0.7275,3.2517,3.4855,3.783,4.2372,4.1897,0
2022-11-01,"60,000",304,2.61,,,0.3044,0.1996,0.7606,3.2752,3.5181,3.766,4.1029,4.0717,0
2022-11-02,"59,600",304,2.61,,,0.298,0.2003,0.7627,3.2816,3.5478,3.863,4.1737,4.0971,0
2022-11-03,"59,200",302,2.61,,,0.2898,0.1941,0.7596,3.3164,3.6022,3.901,4.2198,4.1607,0
2022-11-04,"59,400",304,2.61,,,0.2822,0.19,0.7619,3.3153,3.6241,3.902,4.1912,4.1199,0
2022-11-07,"60,200",308,2.61,,,0.2739,0.1859,0.7604,3.5581,3.6228,3.93,4.255,4.1886,0
2022-11-08,"61,800",312,2.61,,,0.2707,0.1874,0.7705,3.3402,3.6737,3.93,4.2405,4.1577,0
2022-11-09,"62,000",315,2.61,,,0.2815,0.1884,0.7885,3.3866,3.6651,3.911,4.1726,4.087,0
2022-11-10,"60,400",311,2.61,,,0.2732,0.1864,0.781,3.3696,3.6551,3.905,4.1167,4.0335,0
2022-11-11,"62,900",323,2.61,,,0.2837,0.1874,0.7981,3.4306,3.5809,3.836,3.9042,3.8332,0
2022-11-14,"61,900",322,2.61,,,0.3171,0.2339,0.8511,3.4276,3.6545,3.871,3.9299,3.8487,0
2022-11-15,"62,400",322,2.61,,,0.3138,0.2272,0.8436,3.4657,3.6661,3.831,3.8408,3.7506,0
2022-11-16,"62,700",322,2.61,,,0.3057,0.2201,0.839,3.4539,3.6454,3.84,3.8947,3.8063,0
2022-11-17,"61,400",317,2.61,,,0.297,0.2135,0.8374,3.4967,3.6558,3.835,3.8917,3.8023,0
2022-11-18,"61,800",317,2.61,,,0.2992,0.2157,0.8498,3.5199,3.6807,3.831,3.8601,3.7853,0
2022-11-21,"61,400",315,2.61,,,0.2912,0.2092,0.8466,3.5059,3.6993,3.834,3.8905,3.8363,0
2022-11-22,"60,600",312,2.61,,,0.2835,0.2043,0.8477,3.5532,3.7181,3.844,3.9219,3.8427,0
2022-11-23,"61,000",314,2.61,,,0.2795,0.2015,0.853,3.5701,3.7268,3.84,3.9636,3.847,0
2022-11-24,"61,400",317,2.61,,,0.2723,0.197,0.8544,3.5663,3.6932,3.788,3.8057,3.6856,0
2022-11-25,"61,000",316,2.61,,,0.2651,0.1945,0.853,3.6492,3.7065,3.755,3.7623,3.6403,0
2022-11-28,"60,100",312,2.61,,,0.2583,0.1889,0.8535,3.6852,3.6894,3.748,3.8063,3.6653,0
2022-11-29,"60,600",316,2.61,,,0.257,0.1898,0.8615,3.656,3.6713,3.753,3.8704,3.7198,0
2022-11-30,"62,200",321,2.61,,,0.2513,0.1906,0.8584,3.6763,3.6819,3.725,3.829,3.6857,0
2022-12-01,"62,600",322,2.61,,,0.2638,0.1946,0.8728,3.6629,3.6565,3.702,3.803,3.6463,0
2022-12-02,"60,400",315,2.61,,,0.257,0.189,0.8734,3.6619,3.6398,3.678,3.7789,3.6119,0
2022-12-05,"60,300",314,2.61,,,0.2854,0.2022,0.8971,3.6235,3.6362,3.662,3.7629,3.6052,0
2022-12-06,"59,200",310,2.61,,,0.2768,0.1965,0.8966,3.6613,3.6447,3.663,3.7801,3.6296,0
2022-12-07,"58,900",308,2.61,,,0.2777,0.1968,0.9033,3.6661,3.6366,3.659,3.7955,3.6696,0
2022-12-08,"59,200",308,2.61,,,0.27,0.1925,0.9027,3.6311,3.6533,3.662,3.8015,3.6736,0
2022-12-09,"60,400",312,2.61,,,0.2626,0.1867,0.9002,3.6674,3.7021,3.656,3.7942,3.654,0
2022-12-12,"59,500",310,2.61,,,0.2663,0.1882,0.9075,3.6659,3.6889,3.646,3.7779,3.6181,0
2022-12-13,"59,700",310,2.61,,,0.2646,0.1838,0.9071,3.6662,3.6931,3.649,3.7717,3.6182,0
2022-12-14,"60,500",313,2.61,,,0.2569,0.1783,0.906,3.7338,3.6886,3.622,3.6759,3.5241,0
2022-12-15,"59,300",308,2.61,,,0.2544,0.1767,0.9099,3.7571,3.683,3.64,3.6592,3.5306,0
2022-12-16,"59,500",307,2.61,,,0.2587,0.1824,0.9183,3.7515,3.6922,3.659,3.6691,3.5332,0
2022-12-19,"59,500",307,2.61,,,0.2512,0.1774,0.9111,3.7604,3.7021,3.691,3.6653,3.5391,0
2022-12-20,"58,600",304,2.61,,,0.2434,0.1719,0.9109,3.767,3.7222,3.768,3.7959,3.6806,0
2022-12-21,"58,000",303,2.61,,,0.2434,0.1712,0.9154,3.7718,3.7654,3.751,3.756,3.6327,0
2022-12-22,"59,100",307,2.61,,,0.2393,0.1663,0.9129,3.8241,3.7833,3.742,3.6998,3.5602,0
2022-12-23,"58,100",302,2.61,,,0.2433,0.1692,0.9208,3.8855,3.7494,3.769,3.7425,3.6173,0
2022-12-26,"57,900",302,2.61,,,0.245,0.176,0.9243,3.8723,3.7969,3.794,3.7745,3.6576,0
2022-12-27,"58,100",304,2.61,,,0.2379,0.1706,0.9229,3.7603,3.7807,3.775,3.7606,3.6573,0
2022-12-28,"56,600",297,2.61,,,0.2312,0.1674,0.9194,3.7969,3.7921,3.767,3.7781,3.6631,0
2022-12-29,"55,300",291,2.61,,,0.2461,0.1859,0.9324,3.7422,3.7964,3.777,3.8097,3.7154,0
2023-01-02,"55,500",290,1.84,,,0.2551,0.1969,0.9408,3.7211,3.7829,3.769,3.8498,3.7802,0
2023-01-03,"55,400",290,1.84,,,0.2477,0.1913,0.9328,3.65,3.715,3.705,3.7336,3.6582,0
2023-01-04,"57,800",296,1.84,,,0.2402,0.1856,0.9323,3.6265,3.6597,3.669,3.6895,3.6298,0
2023-01-05,"58,200",298,1.84,,,0.2854,0.1968,0.9298,3.5638,3.5861,3.649,3.6923,3.6428,0
2023-01-06,"59,000",302,1.84,,,0.2782,0.1926,0.9302,3.536,3.6031,3.607,3.7033,3.6816,0
2023-01-09,"60,700",310,1.84,,,0.2747,0.1937,0.931,3.5298,3.5826,3.583,3.583,3.5767,0
2023-01-10,"60,400",310,1.84,,,0.2883,0.2135,0.9386,3.5159,3.5702,3.588,3.5994,3.5543,0
2023-01-11,"60,500",310,1.84,,,0.2802,0.207,0.9365,3.502,3.5566,3.571,3.5322,3.4687,0
2023-01-12,"60,500",311,1.84,,,0.2717,0.2007,0.9361,3.5219,3.5621,3.596,3.5235,3.4623,0
2023-01-13,"60,800",314,1.84,,,0.2635,0.195,0.9343,3.5005,3.5578,3.554,3.4383,3.364,0
2023-01-16,"61,100",316,1.84,,,0.2565,0.1927,0.9279,3.5464,3.5613,3.599,3.4927,3.4506,0
2023-01-17,"61,000",314,1.84,,,0.2493,0.1886,0.928,3.5402,3.5613,3.605,3.5284,3.4809,0
2023-01-18,"60,400",312,1.84,,,0.2416,0.1844,0.9226,3.5392,3.5626,3.572,3.4307,3.3859,0
2023-01-19,"61,500",314,1.84,,,0.2373,0.1805,0.924,3.5141,3.5392,3.532,3.3354,3.2408,0
2023-01-20,"61,800",316,1.84,,,0.2406,0.1768,0.9163,3.5099,3.5262,3.548,3.3925,3.3247,0
2023-01-25,"63,400",321,1.84,,,0.234,0.1731,0.9154,3.5078,3.5472,3.535,3.3783,3.2782,0
2023-01-26,"63,900",326,1.84,,,0.2477,0.1786,0.9251,3.4809,3.5123,3.531,3.3714,3.266,0
2023-01-27,"64,600",328,1.84,,,0.2421,0.1833,0.9084,3.4828,3.4829,3.506,3.4129,3.2977,0
2023-01-30,"63,300",323,1.84,,,0.2385,0.1793,0.9096,3.4712,3.4706,3.472,3.3747,3.2648,0
2023-01-31,"61,000",317,1.84,,,0.2443,0.1838,0.9191,3.4678,3.4691,3.489,3.4492,3.3189,0
2023-02-01,"61,800",321,1.84,,,0.2772,0.1925,0.9235,3.419,3.4359,3.447,3.3938,3.2563,0
2023-02-02,"63,500",324,1.84,,,0.2735,0.1929,0.925,3.3682,3.4117,3.424,3.3104,3.1755,0
2023-02-03,"63,800",326,1.84,,,0.2854,0.1905,0.9139,3.354,3.3794,3.4,3.2363,3.1017,0
2023-02-06,"61,600",319,1.84,,,0.2773,0.1863,0.9128,3.3976,3.3775,3.459,3.4021,3.277,0
2023-02-07,"61,900",321,1.84,,,0.3015,0.1993,0.9292,3.3668,3.4093,3.447,3.44,3.3094,0
2023-02-08,"63,100",326,1.84,,,0.2929,0.1948,0.9279,3.3741,3.3921,3.445,3.432,3.3348,0
2023-02-09,"63,000",325,1.84,,,0.2937,0.1982,0.9324,3.3725,3.3082,3.46,3.4864,3.3982,0
2023-02-10,"62,800",324,1.84,,,0.2848,0.1925,0.9315,3.3788,3.4014,3.451,3.4799,3.395,0
2023-02-13,"62,900",322,1.84,,,0.2764,0.1871,0.9318,3.3993,3.4226,3.478,3.5336,3.4495,0
2023-02-14,"63,200",323,1.84,,,0.268,0.183,0.9203,3.4755,3.4686,3.493,3.5228,3.4254,0
2023-02-15,"62,200",318,1.84,,,0.2605,0.1778,0.9207,3.4924,3.4792,3.546,3.5873,3.4991,0
2023-02-16,"63,700",324,1.84,,,0.2601,0.1827,0.9226,3.4916,3.4952,3.54,3.5996,3.5009,0
2023-02-17,"62,600",321,1.84,,,0.2686,0.1915,0.9321,3.5093,3.534,3.61,3.7261,3.6373,0
2023-02-20,"62,700",322,1.84,,,0.2692,0.1891,0.9332,3.5404,3.5376,3.616,3.7516,3.6762,0
2023-02-21,"62,100",322,1.84,,,0.261,0.1838,0.9329,3.5364,3.5536,3.592,3.7264,3.6207,0
2023-02-22,"61,100",316,1.84,,,0.2558,0.1782,0.9229,3.5204,3.5547,3.607,3.7568,3.6427,0
2023-02-23,"62,000",319,1.84,,,0.2559,0.1876,0.9198,3.5067,3.5505,3.602,3.7047,3.5961,0
