date,price,price_se,delta_kospi_norm,delta_samsung_norm,delta_kospi_mkt,delta_samsung_mkt
2021-10-22,9887.936234990388,3.298093946369256,1007.9864595833895,2774.015211836013,2.56485104219692,0.0394036251681251
2021-10-25,9931.378484212171,3.1353916038989462,860.991966066712,1980.660280846312,2.1908192520781475,0.0281343789892941
2021-10-26,9996.500946285896,2.824341940832548,674.0971665535325,1764.4974706839223,1.71525996578507,0.0250638845267602
2021-10-27,9944.554927766923,3.053125136704381,766.6482374802484,2582.1399084638606,1.950758873995543,0.0366781236997707
2021-10-28,9953.274811250432,2.9864180931772766,882.9904716269979,2234.1704958234254,2.246795093198468,0.0317353763611282
2021-10-29,9919.285175310712,3.157641207772176,989.0278504774038,2546.935598567021,2.51661030655828,0.0361780624796451
2021-11-01,9912.188780197042,3.1699971386633266,1151.805074696983,2418.803118280185,2.9308017167862164,0.0343579988392071
2021-11-02,10012.946511587565,2.712124091854596,1117.637698804909,1617.1830183109985,2.8438618290201245,0.0229713496919175
2021-11-03,9896.23805491334,3.232429353936963,844.2731205472385,2406.0802535317634,2.148277660425544,0.0341772763285761
2021-11-04,9888.598917690018,3.2414802890656143,793.3062709938791,2427.573675203898,2.018591020340659,0.0344825806136917
2021-11-05,9903.055051686371,3.2151454232347887,730.8448241713631,2122.463264867394,1.8596560411485068,0.0301486259214118
2021-11-08,9950.289113831874,3.036862153797635,1224.3665691242495,1886.338638139319,3.1154365626571234,0.0267945829281153
2021-11-09,9983.570996399272,2.917076053265032,1216.3874456574963,2163.912669723046,3.0951334495101688,0.0307373958767478
2021-11-10,10000.319287667207,2.8815117378791952,999.991086537224,1781.3393582296812,2.544506581519654,0.0253031158839443
2021-11-11,10006.369200625117,2.8657443323738283,1061.7268869261547,1805.2308756370965,2.70159513212762,0.025642484028936
2021-11-12,10063.942274395838,2.5423625642019423,658.786997478363,1462.9325579035474,1.6763027925658092,0.0207802920156753
2021-11-15,10093.807249578344,2.342412522319257,710.7558968190262,1433.282035195762,1.808539177656556,0.0203591198181216
2021-11-16,10089.917795435158,2.353713573256568,563.3817297832841,1357.4178340568956,1.4335412971584836,0.0192815033246718
2021-11-17,10098.184215897649,2.3775408294260525,559.9592811177621,1321.1284501948512,1.424832776381074,0.0187660291220859
2021-11-18,10086.350143630349,2.4880286320881035,909.6710721402728,1383.0669883834055,2.3146846619345367,0.0196458379031733
2021-11-19,10127.247661091678,2.182197852405804,722.80897557957,1097.9511673496336,1.839208589260992,0.0155958972634891
2021-11-22,10171.002205984018,1.6900826431526428,435.94105170458346,634.7657677926635,1.1092647626070826,0.0090165592016003
2021-11-23,9899.824773349052,3.19682850307364,1314.5640026037684,1753.3393461927806,3.344946571510861,0.0249053884402383
2021-11-24,9899.368585265653,3.199607203200794,1357.1156490830188,1901.3778142563428,3.453220481127274,0.0270082075888685
2021-11-25,9887.389270525207,3.266057570181751,1479.504008113057,2188.990100376297,3.764641242017957,0.0310936093803451
2021-11-26,9823.151375185746,3.544517765994241,1436.509988638505,2513.4519774305168,3.6552417013702425,0.0357024428612289
2021-11-29,9782.705501011646,3.709905853893574,2029.0485683583072,2631.913331083236,5.162973456382461,0.0373851325437959
2021-11-30,9725.01552917742,3.944667190081604,2448.660396968189,2680.634145026254,6.230688032997937,0.038077189560032
2021-12-01,9823.349511489228,3.543927146156445,2917.0841108360723,1428.1418979018194,7.422605879990006,0.0202861065042872
2021-12-02,9722.75169625734,3.895628836245161,2671.8675305697984,1592.9458087085811,6.798645115953685,0.0226270711464287
2021-12-03,9718.01167011173,3.906899905846835,2616.9168886641323,1620.1929588799,6.6588215996542806,0.023014104529544
2021-12-06,9793.610265198757,3.644911644335847,2411.356061336573,1382.1152770893998,6.135766059380594,0.019632319276838
2021-12-07,9866.116322719428,3.3601510093452043,2436.681202116468,1108.0770299790015,6.200206621161496,0.0157397305394744
2021-12-08,9896.11695321246,3.24226788194542,2295.902074980278,1172.6614485426282,5.841990012672463,0.0166571228486168
2021-12-09,9963.250892375314,2.9222344958737536,1698.6182619337162,1197.1540212927996,4.322183872604876,0.0170050287115454
2021-12-10,9941.86379654374,3.026860719626812,1783.064504732023,1363.2076867107182,4.53705980847843,0.0193637455498681
2021-12-13,9944.089405345689,3.024730124641178,1632.192682765101,1236.8806162857709,4.1531620426592895,0.0175693269358774
2021-12-14,9979.561566057106,2.8824560777529737,1905.7797681731165,1278.0941587042928,4.849312387208948,0.0181547465725041
2021-12-15,10017.669835605178,2.682250273057529,1927.2601208476603,1024.0045264839302,4.903969773149263,0.0145455188421012
2021-12-16,10050.605966545474,2.4993873381812293,1562.6864319227611,1032.5949157011044,3.976301353493031,0.0146675414162088
2021-12-17,10086.708837844224,2.2899817466408603,1433.723389878363,671.1863046875657,3.648151119283366,0.0095338963734029
2021-12-20,10073.05068429256,2.44998529551402,1638.8248733545838,1140.7212601532876,4.170037845685964,0.0162034269908137
2021-12-21,10072.46481849328,2.433791952301559,1961.3179755815647,463.3333914186052,4.990630981123576,0.0065814402190142
2021-12-22,10099.592847461994,2.256770391483447,1493.9600974734817,422.7839395967464,3.801425184410894,0.0060054536874537
2021-12-23,10114.017500178908,2.1424793796649197,1413.2457693123354,351.8801723009946,3.5960452145352044,0.0049982979020027
2021-12-24,10149.129046704327,1.8634033750911283,1063.3314226182324,518.819223373502,2.705677920148174,0.0073695912411008
2021-12-27,10153.839420342108,1.847418223031149,1005.5326297362128,190.0281003013136,2.5586072003465974,0.0026992627883709
2021-12-28,10176.378783403465,1.653210891438838,766.330219644578,434.6761326322313,1.9499496683068145,0.0061743768839805
2021-12-29,10171.090197622038,1.747498270900731,852.8082548071185,542.1806474210225,2.169995559305645,0.0077014296508667
2021-12-30,10146.177015592224,1.956212853902347,1012.9714719132912,713.4618165432001,2.577535551942217,0.0101344008031704
2022-01-03,10171.381740162522,1.738716279186761,700.2718554380864,375.8400103223626,1.781862227577828,0.0053386365102608
2022-01-04,10186.421266123829,1.6314961945474402,792.6823810725085,403.3533767217269,2.017003514179411,0.0057294513738881
2022-01-05,10181.95643434326,1.7537675216904791,742.8716172158504,421.2756083633429,1.8902585679792632,0.0059840285278883
2022-01-06,10150.576141191392,2.0383453795177338,994.0121371810184,850.4580304447909,2.529292969926255,0.0120803697506362
2022-01-07,10177.513287391776,1.7510556405093003,873.430264071049,448.8347004855671,2.222468865320735,0.0063754929046245
2022-01-10,10161.240354284197,1.930985646366953,1047.916084546352,592.6364220166952,2.666453141339318,0.0084181309945553
2022-01-11,10180.090597507806,1.7841992138866225,884.4745047259978,487.4489610957991,2.250571258844778,0.0069239909246562
2022-01-12,10197.954545432063,1.5071139985365205,682.862296047836,270.47501581629376,1.7375630942693028,0.0038419746564814
2022-01-13,10182.81649344486,1.6928878941112642,1008.2426839875552,459.23846977333534,2.5655030126909804,0.0065232737183712
2022-01-14,10167.229418267088,1.893336044440192,1191.638739389615,409.3601760371645,3.032159642212761,0.0058147752278006
2022-01-17,10146.705657531977,2.0842677762828083,1669.5805479422029,32.86570671259335,4.24829655964937,0.0004668424248947
2022-01-18,10143.64074499047,2.1685271972250244,1795.281074715615,89.51249676698352,4.568145228284007,0.0012714843290764
2022-01-19,10143.218148021975,2.2391255984347778,1696.4537249753982,476.97463756713097,4.316676144975568,0.0067752079199876
2022-01-20,10157.835699426849,2.102319374076879,1595.8029936725563,432.09768628786026,4.06056741392508,0.0061377512256798
2022-01-21,10155.962397691625,2.2103130815010137,1709.506144916521,517.0858838894418,4.3498884094567964,0.0073449699416113
2022-01-24,10131.43910319216,2.456378056149461,1719.7940276214067,436.8325390628373,4.376066228044292,0.0062050076571425
2022-01-25,10053.77184742548,2.9933330758616705,2941.554547431428,376.45161227124896,7.48487162196292,0.0053473240379438
2022-01-26,9892.458935299452,3.526582188750893,4588.512249632037,173.37718720499095,11.67560368863114,0.0024627441364345
2022-01-27,9755.159547932184,4.074555659639425,5893.528764655474,188.46060947325185,14.996256398614438,0.0026769972936541
2022-01-28,9625.396573278218,4.284164869773562,6045.555537948346,535.681104916672,15.383092971878742,0.00760910660393
2022-02-03,9613.233807902028,4.304040550588531,5912.896892834187,-30.04341084251369,15.045539167517015,-0.000426752994922
2022-02-04,9697.220241954908,4.057323117195287,5545.150184381869,282.41790397939855,14.109796906824094,0.0040116179542528
2022-02-07,9673.99088742537,4.137047300797102,5828.846767068982,339.95079325690665,14.8316711630254,0.0048288464951265
2022-02-08,9750.70542393641,3.8450904768516465,5533.877558802176,786.2668175503793,14.08111338117602,0.01116856274929516
2022-02-09,9871.947613826243,3.401880148007048,4711.859081585845,687.8932243833783,11.98946331192327,0.009771210573627533
2022-02-10,9901.926076489697,3.2656430250263386,4651.556329938129,112.65254853280486,11.836021195771322,0.0016001782462046145
2022-02-11,9889.329390016977,3.3319256101020227,5206.283765351121,211.92023050597527,13.247541387661885,0.003010230546959876
2022-02-14,9827.787843760554,3.5977865431942218,5424.014028703851,143.92312224189848,13.80156241400471,0.0020443625318451487
2022-02-15,9772.878950792043,3.800303940044788,6341.491926621191,451.6208489316884,16.136111772573006,0.006415068876870574
2022-02-16,9894.606570935435,3.3295538755234904,5357.767462255763,427.35850695864747,13.632996087164793,0.006070433337480788
2022-02-17,9909.176913063231,3.2529470604651047,4494.7630428544435,6.230099960858933,11.437056088688152,8.849573808038256e-05
2022-02-18,9918.81011084228,3.217880004610324,5036.879582022258,239.63106915115472,12.816487486061725,0.003403850414078902
2022-02-21,9943.58449440009,3.127175394606572,4991.364424938095,175.53936232231567,12.700672836992608,0.002493456851169257
2022-02-22,9919.477496308515,3.270115841224822,5281.68234916569,166.7154260246814,13.439395290497938,0.002368116846941497
2022-02-23,9926.966691413269,3.2424855284279928,5341.762023168907,381.9229420765833,13.592269779055743,0.005425041790860558
2022-02-24,9839.030906828464,3.6750427271796924,5945.156628156578,-84.45647075575275,15.127625008032005,-0.0011996657777805788
2022-02-25,9788.194020717941,3.7844365370952873,6206.434172337547,-34.63027672414695,15.792453364726583,-0.0004919073398316329
2022-02-28,9886.536983794691,3.4196530783244876,5618.330870996059,316.51479054104965,14.296007305333484,0.0044959487292762735
2022-03-02,9881.930184113933,3.4516577132019504,5911.779661629915,-105.72164311646704,15.042696340025229,-0.0015017278851770885
2022-03-03,9997.035422318084,2.9179517586790467,4456.516464930281,-306.04846169953316,11.339736551985446,-0.004347279285504733
2022-03-04,9907.598803803205,3.337748254549522,5285.262193748328,-210.25133822023724,13.448504309792183,-0.00298652469062837
2022-03-07,9749.07373793457,3.9579350691537134,7070.669611801575,875.4199627600958,17.991525729775,0.01243494265284227
2022-03-08,9582.087133738443,4.440539690972328,7717.111270572117,345.28805458403974,19.63641544674839,0.004904659866250565
2022-03-10,9786.039819780772,3.792235107120678,6831.497611821122,673.2974022410887,17.38294557715298,0.009563883554560918
2022-03-11,9653.74379521956,4.208342670167204,7741.527153985833,636.480398164322,19.698542376554283,0.009040914746652301
2022-03-14,9682.64988594941,4.130773839244178,7364.035035260457,397.6273468920866,18.738002634250527,0.005648115722898957
2022-03-15,9635.543540792378,4.297507076784223,8433.490181071398,507.3690293375369,21.459262547255467,0.007206946439453649
2022-03-16,9763.175302402851,3.887936528545118,7391.011202938306,183.6336116248276,18.806644282285767,0.0026084319833072104
2022-03-17,9857.278081243592,3.530733295520062,6360.560535130972,246.09580456955797,16.184632404913415,0.003495679042181221
2022-03-18,9879.856668319275,3.438232933417714,6316.928540422379,16.360979050434427,16.073609517614198,0.00023240027060276175
2022-03-21,9852.197734791842,3.563370465116671,6814.591443043392,647.1745489181342,17.339927335988275,0.009192820297132588
2022-03-22,9928.52806651945,3.231636233051032,6670.240785378344,328.24484202069374,16.97262286355813,0.004662568778703036
2022-03-23,9990.11234287578,2.9260393453022995,6007.806664066253,366.2590239022392,15.287039857674943,0.005202542953156807
2022-03-24,9985.355383904565,2.9799800676867636,5614.882402781266,257.52288340388253,14.287232577051567,0.003657995502896059
2022-03-25,9987.628004443903,2.974690282856419,5766.713589473246,412.2522529844147,14.673571474486632,0.005855855866255891
2022-03-28,10019.449288056529,2.8015990379244866,6035.604483892358,577.571192461123,15.357772223644677,0.008204136256550042
2022-03-29,10074.96411444147,2.480758249107347,4440.811439426137,497.9228051175513,11.29977465502834,0.007072767118147036
2022-03-30,10103.168446207752,2.3065298838777983,3914.8841494247044,492.68127463923537,9.961537275889834,0.006998313560216411
2022-03-31,10129.723825501922,2.0980589419972997,3655.5504549107904,167.74082181681865,9.301655101554173,0.0023826821280798103
2022-04-01,10123.924072244925,2.2155334852680193,4225.605845700467,362.69902988098085,10.75217772442867,0.005151974856263932
2022-04-04,10161.658890573028,1.8660755730631213,3502.7719709258054,147.57033492723065,8.912905778437164,0.0020961695302163445
2022-04-05,10171.95017698138,1.7820611513459692,3126.638068002224,107.9090621243073,7.955822055985303,0.0015327991779020922
2022-04-06,10153.203936238366,2.063833701946467,3625.1916372598334,194.3290920637762,9.224406201678965,0.002760356421360457
2022-04-07,10102.564426451034,2.575819914993563,4918.849380673265,601.0637097413436,12.516156184919248,0.00853783678609863
2022-04-08,10079.08318030641,2.660039910601124,5523.625192990077,615.8711682081328,14.05502593636152,0.008748170002956432
2022-04-11,10115.586830873903,2.441005742681592,5364.883744625008,281.80870561209326,13.651103675890607,0.004002964568353597
2022-04-12,10083.773813776628,2.8363028784943958,5254.646243587307,472.19365008482913,13.370601128720883,0.006707296165977686
2022-04-13,10169.623984605161,1.9086599666029085,3682.8714185932567,297.91204055335396,9.371174093112613,0.004231705121496505
2022-04-14,10087.2623728125,2.502666509541894,7261.582043007635,711.0445600649325,18.4773079974749,0.01010006477364961
2022-04-15,10005.320346844539,3.0386247417573014,8745.638411308435,1300.4610977305765,22.253532853202124,0.018472458774582052
2022-04-18,10025.079943077943,2.9585013243576737,10215.878304054382,1395.730963207253,25.994601282581126,0.019825723909193932
2022-04-19,10146.391771968118,2.0444789205093556,8014.684444678218,673.2769682830533,20.393599095873327,0.009563593299475188
2022-04-20,10200.888303024029,1.3036316066351041,6256.133800911101,325.33933350776465,15.918915523946822,0.004621297350962566
2022-04-21,10218.823664819793,0.9380923847680507,3687.0771136817443,164.93532232425355,9.381875607332683,0.0023428312830149653
2022-04-22,10233.95394709746,0.0,0.0,0.0,0.0,0.0
